Tract ID,County,Vacant Units,Year
227.02,San Francisco,93,2017
227.04,San Francisco,183,2017
228.01,San Francisco,84,2017
228.02,San Francisco,20,2017
228.03,San Francisco,65,2017
229.01,San Francisco,72,2017
229.02,San Francisco,71,2017
229.03,San Francisco,87,2017
230.01,San Francisco,126,2017
230.03,San Francisco,93,2017
231.02,San Francisco,34,2017
231.03,San Francisco,113,2017
232,San Francisco,147,2017
233,San Francisco,70,2017
234,San Francisco,120,2017
251,San Francisco,47,2017
252,San Francisco,196,2017
253,San Francisco,177,2017
254.01,San Francisco,55,2017
254.02,San Francisco,57,2017
254.03,San Francisco,152,2017
255,San Francisco,0,2017
256,San Francisco,133,2017
257.01,San Francisco,44,2017
257.02,San Francisco,101,2017
258,San Francisco,13,2017
259,San Francisco,0,2017
260.01,San Francisco,78,2017
260.02,San Francisco,48,2017
260.03,San Francisco,12,2017
260.04,San Francisco,11,2017
261,San Francisco,11,2017
262,San Francisco,105,2017
263.01,San Francisco,36,2017
263.02,San Francisco,52,2017
263.03,San Francisco,135,2017
264.01,San Francisco,44,2017
264.02,San Francisco,29,2017
264.03,San Francisco,64,2017
264.04,San Francisco,15,2017
301.01,San Francisco,120,2017
301.02,San Francisco,134,2017
302.01,San Francisco,73,2017
302.02,San Francisco,35,2017
303.01,San Francisco,269,2017
303.02,San Francisco,7,2017
304,San Francisco,88,2017
305,San Francisco,22,2017
306,San Francisco,39,2017
307,San Francisco,130,2017
308,San Francisco,150,2017
309,San Francisco,119,2017
310,San Francisco,71,2017
311,San Francisco,225,2017
312.01,San Francisco,80,2017
312.02,San Francisco,41,2017
313.01,San Francisco,79,2017
313.02,San Francisco,59,2017
314,San Francisco,84,2017
326.01,San Francisco,103,2017
326.02,San Francisco,26,2017
327,San Francisco,162,2017
328.01,San Francisco,113,2017
328.02,San Francisco,71,2017
329.01,San Francisco,84,2017
329.02,San Francisco,62,2017
330,San Francisco,134,2017
331,San Francisco,153,2017
332.01,San Francisco,122,2017
332.03,San Francisco,70,2017
332.04,San Francisco,108,2017
351,San Francisco,126,2017
352.01,San Francisco,74,2017
352.02,San Francisco,64,2017
353,San Francisco,0,2017
354,San Francisco,87,2017
401,San Francisco,81,2017
402,San Francisco,230,2017
426.01,San Francisco,137,2017
426.02,San Francisco,174,2017
427,San Francisco,158,2017
428,San Francisco,110,2017
451,San Francisco,156,2017
452,San Francisco,0,2017
476,San Francisco,139,2017
477.01,San Francisco,119,2017
477.02,San Francisco,164,2017
478.01,San Francisco,127,2017
478.02,San Francisco,172,2017
479.01,San Francisco,210,2017
479.02,San Francisco,86,2017
601,San Francisco,37,2017
604,San Francisco,64,2017
605.02,San Francisco,106,2017
607,San Francisco,386,2017
610,San Francisco,19,2017
611,San Francisco,180,2017
612,San Francisco,58,2017
614,San Francisco,92,2017
615,San Francisco,1999,2017
9802,San Francisco,14,2017
9803,San Francisco,0,2017
9804.01,San Francisco,0,2017
9805.01,San Francisco,25,2017
9806,San Francisco,52,2017
9809,San Francisco,42,2017
9901,San Francisco,0,2017
6001,San Mateo,124,2017
6002,San Mateo,20,2017
6003,San Mateo,142,2017
6004.01,San Mateo,16,2017
6004.02,San Mateo,0,2017
6005,San Mateo,17,2017
6006,San Mateo,38,2017
6007,San Mateo,37,2017
6008,San Mateo,215,2017
6009,San Mateo,77,2017
6010,San Mateo,78,2017
6011,San Mateo,87,2017
6012,San Mateo,46,2017
6013,San Mateo,121,2017
6014,San Mateo,15,2017
6015.01,San Mateo,30,2017
6015.02,San Mateo,68,2017
6016.01,San Mateo,34,2017
6016.03,San Mateo,52,2017
6016.04,San Mateo,57,2017
6016.05,San Mateo,40,2017
6017,San Mateo,36,2017
6018,San Mateo,0,2017
6019.01,San Mateo,40,2017
6019.02,San Mateo,213,2017
6020,San Mateo,179,2017
6021,San Mateo,77,2017
6022,San Mateo,302,2017
6023,San Mateo,43,2017
6024,San Mateo,101,2017
6025,San Mateo,27,2017
6026,San Mateo,108,2017
6027,San Mateo,45,2017
6028,San Mateo,50,2017
6029,San Mateo,97,2017
6030,San Mateo,171,2017
6031,San Mateo,71,2017
6032,San Mateo,105,2017
6033,San Mateo,52,2017
6034,San Mateo,14,2017
6037,San Mateo,30,2017
6038.01,San Mateo,56,2017
6038.02,San Mateo,34,2017
6039,San Mateo,19,2017
6040,San Mateo,15,2017
6041.01,San Mateo,96,2017
6041.02,San Mateo,108,2017
6042,San Mateo,9,2017
6044,San Mateo,123,2017
6045,San Mateo,71,2017
6046,San Mateo,19,2017
6047,San Mateo,45,2017
6048,San Mateo,163,2017
6049,San Mateo,127,2017
6050,San Mateo,138,2017
6051,San Mateo,59,2017
6052,San Mateo,58,2017
6053,San Mateo,134,2017
6054,San Mateo,235,2017
6055,San Mateo,148,2017
6056,San Mateo,258,2017
6057,San Mateo,222,2017
6058,San Mateo,39,2017
6059,San Mateo,206,2017
6060,San Mateo,141,2017
6061,San Mateo,66,2017
6062,San Mateo,91,2017
6063,San Mateo,199,2017
6064,San Mateo,249,2017
6065,San Mateo,78,2017
6066,San Mateo,22,2017
6067,San Mateo,6,2017
6068,San Mateo,60,2017
6069,San Mateo,19,2017
6070,San Mateo,25,2017
6071,San Mateo,43,2017
6072,San Mateo,167,2017
6073,San Mateo,28,2017
6074,San Mateo,171,2017
6075,San Mateo,166,2017
6076,San Mateo,54,2017
6077.01,San Mateo,0,2017
6077.02,San Mateo,16,2017
6078,San Mateo,29,2017
6079,San Mateo,109,2017
6080.01,San Mateo,69,2017
6080.02,San Mateo,116,2017
6080.04,San Mateo,248,2017
6080.13,San Mateo,30,2017
6080.23,San Mateo,0,2017
6081,San Mateo,0,2017
6082,San Mateo,82,2017
6083,San Mateo,80,2017
6084,San Mateo,71,2017
6085.01,San Mateo,54,2017
6085.02,San Mateo,32,2017
6086,San Mateo,64,2017
6087,San Mateo,120,2017
6088,San Mateo,38,2017
6089,San Mateo,193,2017
6090,San Mateo,53,2017
6091,San Mateo,30,2017
6092.01,San Mateo,124,2017
6092.02,San Mateo,41,2017
6093,San Mateo,50,2017
6094,San Mateo,38,2017
6095,San Mateo,73,2017
6096.01,San Mateo,44,2017
6096.02,San Mateo,0,2017
6096.03,San Mateo,190,2017
6097,San Mateo,48,2017
6098,San Mateo,23,2017
6099,San Mateo,35,2017
6100,San Mateo,53,2017
6101,San Mateo,36,2017
6102.01,San Mateo,99,2017
6102.02,San Mateo,192,2017
6102.03,San Mateo,50,2017
6103.02,San Mateo,47,2017
6103.03,San Mateo,111,2017
6103.04,San Mateo,0,2017
6104,San Mateo,0,2017
6105,San Mateo,6,2017
6106.01,San Mateo,13,2017
6106.02,San Mateo,38,2017
6107,San Mateo,0,2017
6108,San Mateo,0,2017
6109,San Mateo,14,2017
6110,San Mateo,58,2017
6111,San Mateo,75,2017
6112,San Mateo,71,2017
6113,San Mateo,77,2017
6114,San Mateo,107,2017
6115,San Mateo,95,2017
6116,San Mateo,7,2017
6117,San Mateo,25,2017
6118,San Mateo,54,2017
6119,San Mateo,124,2017
6120,San Mateo,35,2017
6121,San Mateo,209,2017
6125,San Mateo,267,2017
6126,San Mateo,143,2017
6127,San Mateo,39,2017
6128,San Mateo,80,2017
6129,San Mateo,161,2017
6130,San Mateo,189,2017
6132,San Mateo,206,2017
6133,San Mateo,119,2017
6134,San Mateo,153,2017
6135.01,San Mateo,27,2017
6135.02,San Mateo,135,2017
6136,San Mateo,82,2017
6137,San Mateo,449,2017
6138,San Mateo,363,2017
6139,San Mateo,89,2017
6140,San Mateo,73,2017
9843,San Mateo,0,2017
9901,San Mateo,0,2017
5001,Santa Clara,113,2017
5002,Santa Clara,151,2017
5003,Santa Clara,38,2017
5004,Santa Clara,27,2017
5005,Santa Clara,101,2017
5006,Santa Clara,51,2017
5008,Santa Clara,273,2017
5009.01,Santa Clara,185,2017
5009.02,Santa Clara,63,2017
5010,Santa Clara,149,2017
5011.01,Santa Clara,65,2017
5011.02,Santa Clara,82,2017
5012,Santa Clara,199,2017
5013,Santa Clara,59,2017
5014.01,Santa Clara,18,2017
5014.02,Santa Clara,13,2017
5015.01,Santa Clara,0,2017
5015.02,Santa Clara,0,2017
5016,Santa Clara,308,2017
5017,Santa Clara,145,2017
5018,Santa Clara,28,2017
5019,Santa Clara,204,2017
5020.01,Santa Clara,138,2017
5020.02,Santa Clara,117,2017
5021.01,Santa Clara,95,2017
5021.02,Santa Clara,105,2017
5022.01,Santa Clara,113,2017
5022.02,Santa Clara,35,2017
5023.01,Santa Clara,52,2017
5023.02,Santa Clara,40,2017
5024,Santa Clara,213,2017
5025,Santa Clara,102,2017
5026.01,Santa Clara,49,2017
5026.03,Santa Clara,59,2017
5026.04,Santa Clara,276,2017
5027.01,Santa Clara,104,2017
5027.02,Santa Clara,241,2017
5028,Santa Clara,12,2017
5029.01,Santa Clara,45,2017
5029.02,Santa Clara,41,2017
5029.03,Santa Clara,31,2017
5029.06,Santa Clara,104,2017
5029.07,Santa Clara,33,2017
5029.08,Santa Clara,45,2017
5029.09,Santa Clara,47,2017
5029.10,Santa Clara,113,2017
5030.01,Santa Clara,19,2017
5030.02,Santa Clara,83,2017
5030.03,Santa Clara,0,2017
5031.05,Santa Clara,23,2017
5031.08,Santa Clara,56,2017
5031.10,Santa Clara,0,2017
5031.11,Santa Clara,0,2017
5031.12,Santa Clara,69,2017
5031.13,Santa Clara,30,2017
5031.15,Santa Clara,28,2017
5031.16,Santa Clara,14,2017
5031.17,Santa Clara,0,2017
5031.18,Santa Clara,46,2017
5031.21,Santa Clara,106,2017
5031.22,Santa Clara,63,2017
5031.23,Santa Clara,76,2017
5032.04,Santa Clara,62,2017
5032.07,Santa Clara,0,2017
5032.08,Santa Clara,0,2017
5032.10,Santa Clara,16,2017
5032.11,Santa Clara,0,2017
5032.12,Santa Clara,0,2017
5032.13,Santa Clara,0,2017
5032.14,Santa Clara,56,2017
5032.17,Santa Clara,19,2017
5032.18,Santa Clara,23,2017
5033.04,Santa Clara,42,2017
5033.05,Santa Clara,16,2017
5033.06,Santa Clara,24,2017
5033.12,Santa Clara,14,2017
5033.13,Santa Clara,15,2017
5033.15,Santa Clara,0,2017
5033.21,Santa Clara,10,2017
5033.22,Santa Clara,15,2017
5033.23,Santa Clara,0,2017
5033.24,Santa Clara,8,2017
5033.25,Santa Clara,0,2017
5033.26,Santa Clara,0,2017
5033.27,Santa Clara,43,2017
5033.29,Santa Clara,17,2017
5033.30,Santa Clara,48,2017
5033.31,Santa Clara,77,2017
5033.32,Santa Clara,0,2017
5033.33,Santa Clara,22,2017
5033.34,Santa Clara,98,2017
5033.36,Santa Clara,18,2017
5033.37,Santa Clara,35,2017
5034.01,Santa Clara,77,2017
5034.02,Santa Clara,27,2017
5035.04,Santa Clara,49,2017
5035.06,Santa Clara,40,2017
5035.07,Santa Clara,20,2017
5035.08,Santa Clara,0,2017
5035.09,Santa Clara,3,2017
5035.10,Santa Clara,0,2017
5035.11,Santa Clara,11,2017
5036.01,Santa Clara,31,2017
5036.02,Santa Clara,48,2017
5037.03,Santa Clara,7,2017
5037.07,Santa Clara,30,2017
5037.08,Santa Clara,21,2017
5037.09,Santa Clara,82,2017
5037.10,Santa Clara,0,2017
5037.11,Santa Clara,19,2017
5037.12,Santa Clara,51,2017
5037.13,Santa Clara,28,2017
5038.02,Santa Clara,72,2017
5038.03,Santa Clara,25,2017
5038.04,Santa Clara,39,2017
5039.02,Santa Clara,42,2017
5039.03,Santa Clara,18,2017
5040.01,Santa Clara,9,2017
5040.02,Santa Clara,26,2017
5041.01,Santa Clara,5,2017
5041.02,Santa Clara,99,2017
5042.01,Santa Clara,62,2017
5042.02,Santa Clara,61,2017
5043.07,Santa Clara,43,2017
5043.08,Santa Clara,30,2017
5043.11,Santa Clara,0,2017
5043.14,Santa Clara,17,2017
5043.15,Santa Clara,44,2017
5043.16,Santa Clara,23,2017
5043.17,Santa Clara,41,2017
5043.18,Santa Clara,153,2017
5043.19,Santa Clara,0,2017
5043.20,Santa Clara,23,2017
5043.21,Santa Clara,12,2017
5043.22,Santa Clara,170,2017
5043.23,Santa Clara,36,2017
5044.10,Santa Clara,26,2017
5044.11,Santa Clara,33,2017
5044.12,Santa Clara,79,2017
5044.13,Santa Clara,17,2017
5044.14,Santa Clara,65,2017
5044.15,Santa Clara,27,2017
5044.16,Santa Clara,63,2017
5044.17,Santa Clara,0,2017
5044.18,Santa Clara,30,2017
5044.20,Santa Clara,45,2017
5044.21,Santa Clara,47,2017
5044.22,Santa Clara,47,2017
5044.23,Santa Clara,0,2017
5045.04,Santa Clara,141,2017
5045.05,Santa Clara,78,2017
5045.06,Santa Clara,119,2017
5045.07,Santa Clara,24,2017
5046.01,Santa Clara,0,2017
5046.02,Santa Clara,113,2017
5047,Santa Clara,24,2017
5048.02,Santa Clara,41,2017
5048.03,Santa Clara,54,2017
5048.05,Santa Clara,236,2017
5048.06,Santa Clara,11,2017
5049.01,Santa Clara,121,2017
5050.01,Santa Clara,312,2017
5050.06,Santa Clara,508,2017
5050.07,Santa Clara,24,2017
5050.08,Santa Clara,468,2017
5050.09,Santa Clara,65,2017
5051,Santa Clara,98,2017
5052.02,Santa Clara,34,2017
5052.03,Santa Clara,82,2017
5053.01,Santa Clara,147,2017
5053.02,Santa Clara,93,2017
5053.03,Santa Clara,89,2017
5053.04,Santa Clara,21,2017
5053.05,Santa Clara,50,2017
5054.01,Santa Clara,140,2017
5054.02,Santa Clara,11,2017
5054.03,Santa Clara,142,2017
5055,Santa Clara,66,2017
5056,Santa Clara,189,2017
5057,Santa Clara,51,2017
5058,Santa Clara,56,2017
5059,Santa Clara,193,2017
5060,Santa Clara,86,2017
5061.01,Santa Clara,71,2017
5061.02,Santa Clara,115,2017
5061.03,Santa Clara,77,2017
5062.02,Santa Clara,45,2017
5062.03,Santa Clara,243,2017
5062.04,Santa Clara,129,2017
5063.01,Santa Clara,98,2017
5063.02,Santa Clara,140,2017
5063.04,Santa Clara,231,2017
5063.05,Santa Clara,171,2017
5064.01,Santa Clara,276,2017
5064.02,Santa Clara,117,2017
5065.01,Santa Clara,262,2017
5065.02,Santa Clara,129,2017
5065.03,Santa Clara,126,2017
5066.01,Santa Clara,129,2017
5066.03,Santa Clara,75,2017
5066.04,Santa Clara,73,2017
5066.05,Santa Clara,19,2017
5066.06,Santa Clara,119,2017
5067.01,Santa Clara,48,2017
5067.02,Santa Clara,159,2017
5067.03,Santa Clara,98,2017
5068.01,Santa Clara,202,2017
5068.02,Santa Clara,0,2017
5068.03,Santa Clara,135,2017
5068.04,Santa Clara,55,2017
5069,Santa Clara,111,2017
5070.01,Santa Clara,368,2017
5070.02,Santa Clara,69,2017
5071,Santa Clara,86,2017
5072.03,Santa Clara,23,2017
5072.05,Santa Clara,85,2017
5072.06,Santa Clara,96,2017
5073.01,Santa Clara,115,2017
5073.02,Santa Clara,57,2017
5074.01,Santa Clara,45,2017
5074.02,Santa Clara,59,2017
5075,Santa Clara,8,2017
5076,Santa Clara,131,2017
5077.01,Santa Clara,89,2017
5077.02,Santa Clara,65,2017
5077.03,Santa Clara,111,2017
5078.05,Santa Clara,266,2017
5078.06,Santa Clara,233,2017
5078.07,Santa Clara,24,2017
5078.08,Santa Clara,121,2017
5079.03,Santa Clara,58,2017
5079.04,Santa Clara,25,2017
5079.05,Santa Clara,109,2017
5079.06,Santa Clara,62,2017
5080.01,Santa Clara,54,2017
5080.03,Santa Clara,12,2017
5080.04,Santa Clara,128,2017
5081.01,Santa Clara,119,2017
5081.02,Santa Clara,150,2017
5082.02,Santa Clara,151,2017
5082.03,Santa Clara,89,2017
5082.04,Santa Clara,57,2017
5083.01,Santa Clara,11,2017
5083.03,Santa Clara,5,2017
5083.04,Santa Clara,136,2017
5084.01,Santa Clara,160,2017
5084.03,Santa Clara,7,2017
5084.04,Santa Clara,28,2017
5085.03,Santa Clara,341,2017
5085.04,Santa Clara,135,2017
5085.05,Santa Clara,130,2017
5085.07,Santa Clara,0,2017
5085.08,Santa Clara,63,2017
5086.01,Santa Clara,77,2017
5086.02,Santa Clara,140,2017
5087.03,Santa Clara,134,2017
5087.04,Santa Clara,232,2017
5088,Santa Clara,71,2017
5089,Santa Clara,106,2017
5090,Santa Clara,70,2017
5091.02,Santa Clara,91,2017
5091.05,Santa Clara,175,2017
5091.06,Santa Clara,106,2017
5091.07,Santa Clara,128,2017
5091.08,Santa Clara,73,2017
5091.09,Santa Clara,26,2017
5092.01,Santa Clara,200,2017
5092.02,Santa Clara,80,2017
5093.02,Santa Clara,0,2017
5093.03,Santa Clara,216,2017
5093.04,Santa Clara,59,2017
5094.01,Santa Clara,74,2017
5094.03,Santa Clara,69,2017
5094.04,Santa Clara,67,2017
5095,Santa Clara,134,2017
5096,Santa Clara,280,2017
5097,Santa Clara,44,2017
5098.01,Santa Clara,94,2017
5098.02,Santa Clara,23,2017
5099.01,Santa Clara,18,2017
5099.02,Santa Clara,66,2017
5100.01,Santa Clara,47,2017
5100.02,Santa Clara,44,2017
5101,Santa Clara,18,2017
5102,Santa Clara,31,2017
5103,Santa Clara,104,2017
5104,Santa Clara,77,2017
5105,Santa Clara,121,2017
5106,Santa Clara,48,2017
5107,Santa Clara,103,2017
5108.01,Santa Clara,80,2017
5108.02,Santa Clara,38,2017
5108.03,Santa Clara,52,2017
5109,Santa Clara,64,2017
5110,Santa Clara,38,2017
5111,Santa Clara,154,2017
5112,Santa Clara,112,2017
5113.01,Santa Clara,51,2017
5113.02,Santa Clara,344,2017
5114,Santa Clara,63,2017
5115,Santa Clara,88,2017
5116.08,Santa Clara,5,2017
5116.09,Santa Clara,119,2017
5117.01,Santa Clara,108,2017
5117.02,Santa Clara,61,2017
5117.04,Santa Clara,189,2017
5117.05,Santa Clara,11,2017
5117.07,Santa Clara,128,2017
5118,Santa Clara,156,2017
5119.05,Santa Clara,0,2017
5119.07,Santa Clara,0,2017
5119.09,Santa Clara,78,2017
5119.10,Santa Clara,0,2017
5119.11,Santa Clara,44,2017
5119.12,Santa Clara,0,2017
5119.13,Santa Clara,21,2017
5119.14,Santa Clara,12,2017
5119.15,Santa Clara,52,2017
5119.16,Santa Clara,0,2017
5120.01,Santa Clara,70,2017
5120.05,Santa Clara,21,2017
5120.17,Santa Clara,40,2017
5120.19,Santa Clara,0,2017
5120.20,Santa Clara,209,2017
5120.21,Santa Clara,12,2017
5120.22,Santa Clara,72,2017
5120.23,Santa Clara,51,2017
5120.24,Santa Clara,85,2017
5120.25,Santa Clara,28,2017
5120.26,Santa Clara,81,2017
5120.27,Santa Clara,72,2017
5120.29,Santa Clara,159,2017
5120.30,Santa Clara,0,2017
5120.31,Santa Clara,10,2017
5120.32,Santa Clara,0,2017
5120.33,Santa Clara,57,2017
5120.34,Santa Clara,39,2017
5120.35,Santa Clara,0,2017
5120.36,Santa Clara,82,2017
5120.37,Santa Clara,0,2017
5120.38,Santa Clara,0,2017
5120.39,Santa Clara,40,2017
5120.42,Santa Clara,9,2017
5120.43,Santa Clara,81,2017
5120.45,Santa Clara,160,2017
5120.47,Santa Clara,30,2017
5120.52,Santa Clara,46,2017
5120.53,Santa Clara,152,2017
5121,Santa Clara,21,2017
5122,Santa Clara,67,2017
5123.05,Santa Clara,24,2017
5123.07,Santa Clara,56,2017
5123.08,Santa Clara,28,2017
5123.09,Santa Clara,26,2017
5123.10,Santa Clara,58,2017
5123.11,Santa Clara,70,2017
5123.12,Santa Clara,16,2017
5123.13,Santa Clara,55,2017
5123.14,Santa Clara,17,2017
5124.01,Santa Clara,103,2017
5124.02,Santa Clara,163,2017
5125.03,Santa Clara,37,2017
5125.05,Santa Clara,31,2017
5125.06,Santa Clara,0,2017
5125.08,Santa Clara,74,2017
5125.09,Santa Clara,25,2017
5125.10,Santa Clara,51,2017
5126.02,Santa Clara,161,2017
5126.03,Santa Clara,22,2017
5126.04,Santa Clara,31,2017
5130,Santa Clara,326,2017
5135,Santa Clara,109,2017
2501.03,Solano,119,2017
2501.04,Solano,88,2017
2501.05,Solano,31,2017
2501.06,Solano,56,2017
2502,Solano,109,2017
2503,Solano,116,2017
2504,Solano,246,2017
2505.01,Solano,30,2017
2505.02,Solano,99,2017
2506.01,Solano,59,2017
2506.04,Solano,212,2017
2506.05,Solano,26,2017
2507.01,Solano,123,2017
2508.01,Solano,224,2017
2509,Solano,243,2017
2510,Solano,221,2017
2511,Solano,90,2017
2512,Solano,17,2017
2513,Solano,139,2017
2514,Solano,222,2017
2515,Solano,132,2017
2516,Solano,134,2017
2517.01,Solano,239,2017
2517.02,Solano,116,2017
2518.02,Solano,124,2017
2518.03,Solano,33,2017
2518.04,Solano,33,2017
2519.01,Solano,106,2017
2519.02,Solano,13,2017
2519.03,Solano,73,2017
2520,Solano,128,2017
2521.02,Solano,181,2017
2521.03,Solano,70,2017
2521.04,Solano,33,2017
2521.05,Solano,88,2017
2521.06,Solano,70,2017
2521.07,Solano,23,2017
2521.08,Solano,8,2017
2522.01,Solano,119,2017
2522.02,Solano,34,2017
2523.05,Solano,17,2017
2523.06,Solano,0,2017
2523.10,Solano,89,2017
2523.11,Solano,98,2017
2523.12,Solano,109,2017
2523.13,Solano,154,2017
2523.14,Solano,107,2017
2523.15,Solano,0,2017
2523.16,Solano,38,2017
2523.17,Solano,52,2017
2524.01,Solano,82,2017
2524.02,Solano,44,2017
2525.01,Solano,65,2017
2525.02,Solano,43,2017
2526.04,Solano,140,2017
2526.05,Solano,64,2017
2526.06,Solano,234,2017
2526.07,Solano,38,2017
2526.08,Solano,0,2017
2526.10,Solano,57,2017
2526.11,Solano,71,2017
2527.02,Solano,129,2017
2527.03,Solano,33,2017
2527.04,Solano,8,2017
2527.05,Solano,31,2017
2527.06,Solano,0,2017
2527.07,Solano,71,2017
2528.01,Solano,105,2017
2528.02,Solano,10,2017
2529.03,Solano,99,2017
2529.04,Solano,176,2017
2529.08,Solano,29,2017
2529.09,Solano,58,2017
2529.10,Solano,24,2017
2529.11,Solano,205,2017
2529.12,Solano,110,2017
2529.13,Solano,121,2017
2529.14,Solano,133,2017
2529.15,Solano,62,2017
2530,Solano,0,2017
2531.01,Solano,96,2017
2531.05,Solano,142,2017
2531.06,Solano,96,2017
2531.07,Solano,76,2017
2531.08,Solano,7,2017
2532.01,Solano,17,2017
2532.03,Solano,75,2017
2532.04,Solano,64,2017
2532.05,Solano,65,2017
2532.06,Solano,24,2017
2533,Solano,83,2017
2534.02,Solano,176,2017
2534.03,Solano,55,2017
2534.04,Solano,75,2017
2535,Solano,437,2017
9800,Solano,0,2017
1501,Sonoma,189,2017
1502.02,Sonoma,564,2017
1502.03,Sonoma,275,2017
1502.04,Sonoma,188,2017
1503.03,Sonoma,223,2017
1503.04,Sonoma,330,2017
1503.05,Sonoma,174,2017
1503.06,Sonoma,209,2017
1505,Sonoma,533,2017
1506.01,Sonoma,23,2017
1506.02,Sonoma,36,2017
1506.03,Sonoma,174,2017
1506.07,Sonoma,68,2017
1506.09,Sonoma,7,2017
1506.10,Sonoma,32,2017
1506.11,Sonoma,64,2017
1506.12,Sonoma,29,2017
1507.01,Sonoma,27,2017
1507.02,Sonoma,123,2017
1508,Sonoma,79,2017
1509.01,Sonoma,96,2017
1509.02,Sonoma,76,2017
1510,Sonoma,65,2017
1511,Sonoma,145,2017
1512.01,Sonoma,174,2017
1512.03,Sonoma,58,2017
1512.04,Sonoma,108,2017
1513.01,Sonoma,66,2017
1513.05,Sonoma,27,2017
1513.06,Sonoma,52,2017
1513.07,Sonoma,35,2017
1513.08,Sonoma,187,2017
1513.09,Sonoma,34,2017
1513.10,Sonoma,55,2017
1513.11,Sonoma,79,2017
1514.01,Sonoma,154,2017
1514.02,Sonoma,145,2017
1515.02,Sonoma,210,2017
1515.03,Sonoma,76,2017
1515.04,Sonoma,26,2017
1516.01,Sonoma,190,2017
1516.02,Sonoma,229,2017
1517,Sonoma,272,2017
1518,Sonoma,95,2017
1519,Sonoma,0,2017
1520,Sonoma,113,2017
1521,Sonoma,35,2017
1522.01,Sonoma,80,2017
1522.02,Sonoma,221,2017
1522.03,Sonoma,120,2017
1523,Sonoma,82,2017
1524,Sonoma,144,2017
1525.01,Sonoma,60,2017
1525.02,Sonoma,72,2017
1526,Sonoma,354,2017
1527.01,Sonoma,136,2017
1527.02,Sonoma,48,2017
1528.01,Sonoma,22,2017
1528.02,Sonoma,68,2017
1529.03,Sonoma,40,2017
1529.04,Sonoma,103,2017
1529.05,Sonoma,42,2017
1529.06,Sonoma,118,2017
1530.01,Sonoma,68,2017
1530.02,Sonoma,188,2017
1530.03,Sonoma,60,2017
1530.05,Sonoma,53,2017
1530.06,Sonoma,37,2017
1531.02,Sonoma,87,2017
1531.03,Sonoma,19,2017
1531.04,Sonoma,24,2017
1532,Sonoma,29,2017
1533,Sonoma,165,2017
1534.01,Sonoma,96,2017
1534.03,Sonoma,130,2017
1534.04,Sonoma,140,2017
1535.01,Sonoma,112,2017
1535.02,Sonoma,119,2017
1536,Sonoma,219,2017
1537.03,Sonoma,1211,2017
1537.04,Sonoma,807,2017
1537.05,Sonoma,181,2017
1537.06,Sonoma,530,2017
1538.01,Sonoma,150,2017
1538.04,Sonoma,0,2017
1538.06,Sonoma,31,2017
1538.07,Sonoma,70,2017
1538.08,Sonoma,104,2017
1538.09,Sonoma,33,2017
1539.01,Sonoma,458,2017
1539.02,Sonoma,184,2017
1539.03,Sonoma,179,2017
1540,Sonoma,452,2017
1541,Sonoma,389,2017
1542.01,Sonoma,101,2017
1542.02,Sonoma,147,2017
1543.02,Sonoma,1004,2017
1543.03,Sonoma,1454,2017
1543.04,Sonoma,960,2017
9901,Sonoma,0,2017
4001,Alameda,65,2018
4002,Alameda,8,2018
4003,Alameda,185,2018
4004,Alameda,125,2018
4005,Alameda,97,2018
4006,Alameda,75,2018
4007,Alameda,89,2018
4008,Alameda,126,2018
4009,Alameda,102,2018
4010,Alameda,224,2018
4011,Alameda,53,2018
4012,Alameda,25,2018
4013,Alameda,90,2018
4014,Alameda,146,2018
4015,Alameda,155,2018
4016,Alameda,71,2018
4017,Alameda,117,2018
4018,Alameda,56,2018
4022,Alameda,118,2018
4024,Alameda,51,2018
4025,Alameda,54,2018
4026,Alameda,27,2018
4027,Alameda,100,2018
4028,Alameda,143,2018
4029,Alameda,48,2018
4030,Alameda,235,2018
4031,Alameda,59,2018
4033,Alameda,191,2018
4034,Alameda,120,2018
4035.01,Alameda,81,2018
4035.02,Alameda,144,2018
4036,Alameda,126,2018
4037.01,Alameda,68,2018
4037.02,Alameda,135,2018
4038,Alameda,114,2018
4039,Alameda,84,2018
4040,Alameda,73,2018
4041.01,Alameda,85,2018
4041.02,Alameda,27,2018
4042,Alameda,53,2018
4043,Alameda,54,2018
4044,Alameda,33,2018
4045.01,Alameda,15,2018
4045.02,Alameda,20,2018
4046,Alameda,49,2018
4047,Alameda,23,2018
4048,Alameda,64,2018
4049,Alameda,118,2018
4050,Alameda,166,2018
4051,Alameda,19,2018
4052,Alameda,77,2018
4053.01,Alameda,64,2018
4053.02,Alameda,171,2018
4054.01,Alameda,62,2018
4054.02,Alameda,56,2018
4055,Alameda,136,2018
4056,Alameda,49,2018
4057,Alameda,126,2018
4058,Alameda,74,2018
4059.01,Alameda,118,2018
4059.02,Alameda,84,2018
4060,Alameda,112,2018
4061,Alameda,171,2018
4062.01,Alameda,66,2018
4062.02,Alameda,78,2018
4063,Alameda,72,2018
4064,Alameda,28,2018
4065,Alameda,138,2018
4066.01,Alameda,135,2018
4066.02,Alameda,36,2018
4067,Alameda,183,2018
4068,Alameda,99,2018
4069,Alameda,52,2018
4070,Alameda,287,2018
4071.01,Alameda,47,2018
4071.02,Alameda,128,2018
4072,Alameda,105,2018
4073,Alameda,24,2018
4074,Alameda,78,2018
4075,Alameda,89,2018
